comment_id,status_id,parent_id,comment_message,comment_published,comment_likes
643037522511182_645344568947144,127857990695807_643037522511182,,"I think the logo has to do with knowledge, it has long been held in small sects of coders that light equals knowledge.  So the light  on top of a light-post, would put the light range out farther.  Meaning lighting up a path, but as the shadows gather around the further the light is from the source.  You need to be aware of your surroundings and use your head to solve where the light leads the way.",2016-06-07 00:44:27,1
643037522511182_647577168723884,127857990695807_643037522511182,,"shining the light on to creative imagination or thought, turning on your brain to new ideas on concepts.",2016-06-12 01:43:48,2
643037522511182_648112862003648,127857990695807_643037522511182,,Not only a lamp post; but a human staring with wide eyes at what must be studied and loved; a mystery.,2016-06-13 03:37:12,1
643037522511182_650400868441514,127857990695807_643037522511182,,"I dreamed of darkness and all I could find wandering in this darkness was a single dim light glowing from a short street lantern cemented in water. As I thought, looking at the light cemented in water I felt cold. It was the cold of winter yet it was Mid summer in the Sahara. I looked up then down and all was gone. Confused at what had just happened all that I could sense was the noise of chattering coming from far off. I then awoke on the ground, next to my bed",2016-06-17 22:18:12,1
643037522511182_669279879886946,127857990695807_643037522511182,,"Oh, Diogenes, Diogenes...wherefore art thou?",2016-07-30 13:54:22,1
643037522511182_820017998146466,127857990695807_643037522511182,,Initially it reminded me of an ankh..but up close its clearly a light post. Neat either way 😉,2017-04-28 01:27:41,0
642497365898531_642503752564559,127857990695807_642497365898531,,Should I be scared? Because I'm more excited. 🙃,2016-05-31 10:28:41,7
642497365898531_642505309231070,127857990695807_642497365898531,,"Fog blocks the safety of the sunlight. Shadows creep about my peripheral vision as I tentatively peek out my study window, looking for the newest threat to my sanity. But I have taken heart, for I now know it's coming.",2016-05-31 10:35:01,11
642497365898531_642506859230915,127857990695807_642497365898531,,"Lilia Saldana Fernandez

I'm curious if you are interested in this.",2016-05-31 10:42:05,0
642497365898531_642507819230819,127857990695807_642497365898531,,I'm excited to start getting this ....,2016-05-31 10:46:52,2
642497365898531_642513559230245,127857990695807_642497365898531,,NOOOOOOOOOO! Had I seen this before the cutoff I'd surely have subscribed.  One of my favorite lines from a movie.,2016-05-31 11:00:13,0
642497365898531_646512328830368,127857990695807_642497365898531,642497365898531_642513559230245,Barbara,2016-06-09 20:03:02,1
642497365898531_646535632161371,127857990695807_642497365898531,642497365898531_642513559230245,YES,2016-06-09 20:57:17,1
642497365898531_642522069229394,127857990695807_642497365898531,,"""Just because you're paranoid doesn't mean they're not after you.""",2016-05-31 11:35:56,15
642497365898531_642537719227829,127857990695807_642497365898531,642497365898531_642522069229394,"Indeed, they are only after the paranoid. True fact.",2016-05-31 12:06:37,11
642497365898531_642558762559058,127857990695807_642497365898531,642497365898531_642522069229394,Great....,2016-05-31 13:33:30,0
642497365898531_702073499940917,127857990695807_642497365898531,642497365898531_642522069229394,[[STICKER]],2016-10-04 07:15:30,0
642497365898531_642573392557595,127857990695807_642497365898531,,"Looks over shoulder before posting, 'I am sooooo excited'",2016-05-31 14:38:53,2
642497365898531_642609415887326,127857990695807_642497365898531,,What's cutoff date?,2016-05-31 15:44:51,1
642497365898531_645108085637459,127857990695807_642497365898531,,Oh my! So excited to get ours! Impatiently waiting lol,2016-06-06 10:58:34,3
642497365898531_646512178830383,127857990695807_642497365898531,,I just received my first c&c paper. The light of truth is blindingly harsh.,2016-06-09 20:02:18,3
642497365898531_646538565494411,127857990695807_642497365898531,,Jess Cooper... interesting. ..,2016-06-09 21:05:28,0
642497365898531_646539875494280,127857990695807_642497365898531,642497365898531_646538565494411,Hmm,2016-06-09 21:09:34,0
642497365898531_646595255488742,127857990695807_642497365898531,,"I just received v0302, my very first time taking on this experience.  I honestly have no idea where to even begin with all of this. I know part of the fun is the hunt and puzzles and stuff but I am at a loss right now as to which direction to even go. If someone could offer me a suggestion of where I should start, a section I should read, he'll I don't know... I would be grateful....maybe even point me in the direction of some resources. I have searched the net high and low I feel and found some sites with info about curios but not anything guiding a newcomer as to how to begin the journey. Please HELP! lol",2016-06-10 00:01:22,1
642497365898531_649074831907451,127857990695807_642497365898531,642497365898531_646595255488742,I am looking for a starring point too!!! help.,2016-06-14 17:46:10,1
642497365898531_649113821903552,127857990695807_642497365898531,642497365898531_646595255488742,I just finally picked up the paper and started reading... I look up info online I think may be important later on... There is a forum for curios I go to a lot. I still don't have much direction though lol,2016-06-14 20:19:11,0
642497365898531_651613348320266,127857990695807_642497365898531,642497365898531_646595255488742,Hey nikki whats the forum address. We would love to know,2016-06-20 19:50:13,0
642497365898531_669281203220147,127857990695807_642497365898531,642497365898531_646595255488742,"Nikki: it is really hard to know where to start!  If you can afford to, I would highly recommend the beginning....and pay for the Catch Up Omnibus. If I had just started with the latest it would not have meant a whole lot to me. You don't get the curios but the Wiki and the AMAZING C&C forum have pictures of the curios so you get a sense of what arrived. It's a really great place to get your feet wet. You might need nudges and hints but the folks are really great and will help you. You could also just go to the forum and jump in there.  www.curiosandconundrums.freeforums.net. I got my omnibus last week and I am thoroughly down the rabbit hole. :-) [[SHARE]]",2016-07-30 14:01:16,0
642497365898531_652228431592091,127857990695807_642497365898531,,Mine just arrived! You have truly outdone yourselves with this issue.,2016-06-22 08:21:30,0
638422686305999_638442399637361,127857990695807_638422686305999,,HOLY CRAP I CAN'T WAIT!!,2016-05-21 12:52:05,4
638422686305999_638463516301916,127857990695807_638422686305999,638422686305999_638442399637361,"I know, this is so exciting",2016-05-21 13:47:06,0
638422686305999_638464312968503,127857990695807_638422686305999,638422686305999_638442399637361,are you in the C&C boards online?  Huge community of people that all work together.  And hopefully the sitting room will be open soon.,2016-05-21 13:49:44,0
638422686305999_638504729631128,127857990695807_638422686305999,638422686305999_638442399637361,"Where are the C&C boards, maybe I can get a question answered there.",2016-05-21 15:48:59,0
638422686305999_638511432963791,127857990695807_638422686305999,638422686305999_638442399637361,http://curiosandconundrums.freeforums.net [[SHARE]],2016-05-21 16:06:40,2
638422686305999_638511522963782,127857990695807_638422686305999,638422686305999_638442399637361,Register - it's free.  Look me up as davidgpeterson.  Happy to help.,2016-05-21 16:07:11,1
638422686305999_638623962952538,127857990695807_638422686305999,638422686305999_638442399637361,The board won't take my email address....,2016-05-21 23:32:54,0
638422686305999_638624179619183,127857990695807_638422686305999,638422686305999_638442399637361,"That's weird - try leaving a post as a guest and see if the administer can help.  I don't run the page, I just contribute.",2016-05-21 23:34:11,0
638422686305999_638450136303254,127857990695807_638422686305999,,I'm very excited for the arrival in my post box.,2016-05-21 13:14:51,1
638422686305999_638452139636387,127857990695807_638422686305999,,"Ugh, I wish my checks fell differently.  I'm broke till the 30th because of my deposit on my vacation next week",2016-05-21 13:23:19,4
638422686305999_638596549621946,127857990695807_638422686305999,638422686305999_638452139636387,Is there a cost?,2016-05-21 21:39:03,0
638422686305999_638628426285425,127857990695807_638422686305999,638422686305999_638452139636387,Yes there is a cost,2016-05-21 23:58:18,0
638422686305999_638796059601995,127857990695807_638422686305999,638422686305999_638452139636387,My membership was free. I was thinking the game subscription probably wasn't.,2016-05-22 09:05:15,0
638422686305999_638842619597339,127857990695807_638422686305999,638422686305999_638452139636387,How long did it take before you knew if you were accepted,2016-05-22 11:05:54,0
638422686305999_638844776263790,127857990695807_638422686305999,638422686305999_638452139636387,Mine only took a week or so. But I have heard of it taking several weeks before,2016-05-22 11:14:58,0
638422686305999_638452226303045,127857990695807_638422686305999,,How the thrill of a well turned mystery causes ones blood to race in anticipation of dreadful outcomes.,2016-05-21 13:23:46,4
638422686305999_638454519636149,127857990695807_638422686305999,,"I can't wait, I subscribed a while ago and this will be my first issue! :)",2016-05-21 13:29:39,1
638422686305999_638463386301929,127857990695807_638422686305999,,I can't wait to get mine!,2016-05-21 13:46:26,0
638422686305999_638464602968474,127857990695807_638422686305999,,Ashley Biniecki,2016-05-21 13:50:24,0
638422686305999_638473052967629,127857990695807_638422686305999,,I shall eagerly await the arrival of a nondescript brown envelope in the daily post.,2016-05-21 13:55:51,10
638422686305999_638478709633730,127857990695807_638422686305999,638422686305999_638473052967629,Interesting you think it will be nondescript and brown.,2016-05-21 14:19:23,31
638422686305999_638493336298934,127857990695807_638422686305999,638422686305999_638473052967629,"That was purely based on past experiences. As in the packaging for Vol. III, Issue 1. My interest is now piqued even more.",2016-05-21 15:16:39,6
638422686305999_638604409621160,127857990695807_638422686305999,638422686305999_638473052967629,Would the opposite be discript and...  what's the opposite of brown?  Blueish?,2016-05-21 22:17:43,1
638422686305999_638611772953757,127857990695807_638422686305999,638422686305999_638473052967629,Maybe a steampunk envelope? :),2016-05-21 22:46:26,1
638422686305999_638621179619483,127857990695807_638422686305999,638422686305999_638473052967629,A tie-dyed bundle delivered by a remote-controlled miniature zeppelin.,2016-05-21 23:29:23,12
638422686305999_638475419634059,127857990695807_638422686305999,,I can't wait. I decided to make this my first order. I am super excited.,2016-05-21 14:04:30,3
638422686305999_638483996299868,127857990695807_638422686305999,,Valerie!!,2016-05-21 14:41:30,1
638422686305999_638493992965535,127857990695807_638422686305999,,This has all been rather mysterious. But the day fast approaches wherein we shall unravel the cause of this widespread hysteria; at which point we will all be able to exhale our collective breaths.,2016-05-21 15:18:30,8
638422686305999_638526282962306,127857990695807_638422686305999,,O ma gawd!!!! Where's my lil package!,2016-05-21 17:09:42,2
638422686305999_638527256295542,127857990695807_638422686305999,,I humbly ask that you do not fall to harshly on those responsible for this extended time.,2016-05-21 17:16:50,1
638422686305999_641680999313501,127857990695807_638422686305999,638422686305999_638527256295542,Extended time?,2016-05-29 11:21:51,0
638422686305999_638535082961426,127857990695807_638422686305999,,I purchased this for my husband back in February. Will this still be included?,2016-05-21 18:00:14,0
638422686305999_638545499627051,127857990695807_638422686305999,,What kind of game? Cards? Board game? Dice? RPG?,2016-05-21 18:40:09,3
638422686305999_638556382959296,127857990695807_638422686305999,,How much does something like this cost?? I tried to sign up for the membership but I can't fill in my state in the form... Please help!!,2016-05-21 19:14:57,3
638422686305999_638809706267297,127857990695807_638422686305999,638422686305999_638556382959296,Did you get the drop down menu when you clicked it? If you did scroll to your state then press done. Good luck!,2016-05-22 09:29:39,0
638422686305999_638818052933129,127857990695807_638422686305999,638422686305999_638556382959296,"Nope, I filled out the whole form and when I get to the state block and tap it nothing happens...",2016-05-22 09:56:05,0
638422686305999_638565819625019,127857990695807_638422686305999,,Can't hardly wait😄,2016-05-21 19:35:24,0
638422686305999_638573596290908,127857990695807_638422686305999,,Brittany Burley 😉,2016-05-21 20:07:40,0
638422686305999_638587869622814,127857990695807_638422686305999,,I eagerly await my second installment of Curios and Conundrums. Merci Beaucoup.,2016-05-21 21:04:58,1
638422686305999_638604006287867,127857990695807_638422686305999,,Eagerly I watch for my postmasters minion . As I love to spy his trembling hand and quirky uncertainness as he places these uniquely mysterious packages upon my stoop,2016-05-21 22:15:39,0
638422686305999_638618382953096,127857990695807_638422686305999,,I signed up but yet recieved word if i was appored or denied,2016-05-21 23:14:51,0
638422686305999_638629572951977,127857990695807_638422686305999,638422686305999_638618382953096,Unfortunately they do not notify you if you're denied.,2016-05-22 00:04:20,0
638422686305999_638630359618565,127857990695807_638422686305999,638422686305999_638618382953096,I asked them on here if they notify you if you are accepted. They said they notify if accepted or denied.,2016-05-22 00:10:55,0
638422686305999_638638736284394,127857990695807_638422686305999,638422686305999_638618382953096,I also have heard nothing either way.,2016-05-22 00:25:22,0
638422686305999_638806756267592,127857990695807_638422686305999,638422686305999_638618382953096,Check spam folders. Mine got burried in junk.,2016-05-22 09:22:22,0
638422686305999_638817749599826,127857990695807_638422686305999,638422686305999_638618382953096,Courtney Michele decided to do a search on my spam and what do you know. There it is lol. Ty,2016-05-22 09:55:20,0
638422686305999_638734329608168,127857990695807_638422686305999,,Send me one !,2016-05-22 06:29:53,0
638422686305999_638843132930621,127857990695807_638422686305999,,Interesting.,2016-05-22 11:08:04,0
638422686305999_638851312929803,127857990695807_638422686305999,,Just ordered my first Curious and Conundrums....should I be writing this in code?,2016-05-22 11:39:23,0
638422686305999_638859366262331,127857990695807_638422686305999,,"Ooh, I hope I get accepted!",2016-05-22 11:53:20,0
638422686305999_639302742884660,127857990695807_638422686305999,,"Ille, did you participate yet?",2016-05-23 10:47:34,0
638422686305999_639839309497670,127857990695807_638422686305999,,How do we know if we've been accepted?,2016-05-24 17:26:47,0
638422686305999_640308979450703,127857990695807_638422686305999,638422686305999_639839309497670,That warm sense of belonging? Or an email.,2016-05-25 22:48:18,3
638422686305999_640309329450668,127857990695807_638422686305999,638422686305999_639839309497670,I seem to have overlooked....apologies to The Curator,2016-05-25 22:49:13,0
638422686305999_640367312778203,127857990695807_638422686305999,638422686305999_639839309497670,"Louie: ... the Curator may think Facebook is a photo album, I believe you are safe. I won't tell... If you don't tell that I just said that about the Curator...",2016-05-26 01:55:32,3
638422686305999_640397432775191,127857990695807_638422686305999,,I will wait for your reply .,2016-05-26 04:39:02,0
638422686305999_640912806056987,127857990695807_638422686305999,,Oh holy crap. Please accept my membership.,2016-05-27 12:05:53,0
638422686305999_640926622722272,127857990695807_638422686305999,,Lonnie Ray,2016-05-27 12:54:25,1
638422686305999_641364732678461,127857990695807_638422686305999,,"I've filled out the app. I never heard back. I'm tired of waiting, there are other package companies who will get back to me.",2016-05-28 14:52:20,1
638422686305999_641371462677788,127857990695807_638422686305999,638422686305999_641364732678461,Did you check your spam folder for a letter from the Curator? Spam filters are often overeager to hide our messages... they are jealous of our impressive vocabulary...,2016-05-28 15:27:16,12
638422686305999_641387729342828,127857990695807_638422686305999,638422686305999_641364732678461,The Mysterious Package Company nothing 😢 should I try again?,2016-05-28 16:01:06,0
638422686305999_642163562598578,127857990695807_638422686305999,,Ooh I hope I get accepted ! I'm excited to see what mysteries await !,2016-05-30 12:56:47,0
638422686305999_642171219264479,127857990695807_638422686305999,,You should try it. Zack Boyer,2016-05-30 13:31:43,0
638422686305999_642210225927245,127857990695807_638422686305999,638422686305999_642171219264479,Looks cool. I might,2016-05-30 15:25:56,0
638422686305999_642225762592358,127857990695807_638422686305999,638422686305999_642171219264479,Hope they accept mine.,2016-05-30 15:53:02,0
638422686305999_642229482591986,127857990695807_638422686305999,638422686305999_642171219264479,I filled one out too,2016-05-30 16:00:30,0
638422686305999_642508055897462,127857990695807_638422686305999,,How do we get involved if we missed this?,2016-05-31 10:48:04,0
638422686305999_645286992286235,127857990695807_638422686305999,,Wish I found you guys sooner. This is the coolest thing ever,2016-06-06 20:52:12,0
638422686305999_645498922265042,127857990695807_638422686305999,,Angie Carlson,2016-06-07 10:06:58,0
638422686305999_645499078931693,127857990695807_638422686305999,,Veda Knable,2016-06-07 10:07:19,0
638422686305999_645838342231100,127857990695807_638422686305999,,I just requested membership. Fingers crossed.,2016-06-08 03:45:58,0
638422686305999_831811120300487,127857990695807_638422686305999,,Done,2017-05-20 21:53:21,0
635727169908884_635753039906297,127857990695807_635727169908884,,How do I change my address? I asked a while back but I didn't know my new address then.,2016-05-15 22:44:46,0
635727169908884_635755776572690,127857990695807_635727169908884,635727169908884_635753039906297,Sure. But when I log in I dont see that option anywhere.,2016-05-15 22:53:58,0
635727169908884_635796069901994,127857990695807_635727169908884,635727169908884_635753039906297,"Login to our website, and click on Account. Your subscription should be listed. Click on View Details, beside your subscription. Beneath your address, there is a Change Address option.",2016-05-16 00:09:15,1
635727169908884_635805413234393,127857990695807_635727169908884,635727169908884_635753039906297,Thank you for the info. Maybe it's just my phone acting up. I'll try my computer later.,2016-05-16 00:25:52,0
635727169908884_635754306572837,127857990695807_635727169908884,,Was wondering why the timer had re-opened.,2016-05-15 22:50:34,1
635727169908884_635756193239315,127857990695807_635727169908884,,Jamie Cook I have no idea what this costs but it would be a great graduation gift!,2016-05-15 22:55:43,3
635727169908884_635762609905340,127857990695807_635727169908884,,Can't wait!,2016-05-15 23:11:56,0
635727169908884_635763126571955,127857990695807_635727169908884,,"I wasn't sure how I felt about the Editor yet. I may be warming to him, though. How exciting!",2016-05-15 23:12:26,1
635727169908884_635766826571585,127857990695807_635727169908884,,"I ""applied,"" but haven't been accepted (?), yet!  Sadness.",2016-05-15 23:24:25,2
635727169908884_635949633219971,127857990695807_635727169908884,635727169908884_635766826571585,It can take a couple weeks.. check your spam folder too,2016-05-16 07:09:17,2
635727169908884_635949753219959,127857990695807_635727169908884,635727169908884_635766826571585,"Heather Soisson Giammaria, thank you!",2016-05-16 07:09:37,1
635727169908884_635949829886618,127857990695807_635727169908884,635727169908884_635766826571585,You're welcome! :),2016-05-16 07:10:12,1
635727169908884_635793799902221,127857990695807_635727169908884,,"No need to be wary, just beware! Or is it the other way around? Oh dear, I always get those mixed up!",2016-05-15 23:56:31,3
635727169908884_635838383231096,127857990695807_635727169908884,,Haven't  got mine yet:(,2016-05-16 01:34:47,0
635727169908884_636003443214590,127857990695807_635727169908884,635727169908884_635838383231096,It takes some time as it ships from Canada plus they have certain dates they ship. I was dying waiting for my very first shipment last year ( the weeping book )(sooo good btw) got it about a month or two after the order was placed and it came in a awesome box!! The wait is totally worth it :),2016-05-16 10:05:14,2
635727169908884_636255353189399,127857990695807_635727169908884,635727169908884_635838383231096,Wait so do you have to pay?,2016-05-17 00:03:26,0
635727169908884_635930049888596,127857990695807_635727169908884,,These experiences are awesome!,2016-05-16 06:15:37,1
635727169908884_635945816553686,127857990695807_635727169908884,,Jenna Ross,2016-05-16 06:51:52,1
635727169908884_635948179886783,127857990695807_635727169908884,635727169908884_635945816553686,Well...,2016-05-16 07:03:10,0
635727169908884_635951976553070,127857990695807_635727169908884,635727169908884_635945816553686,I'm waiting tooooooooo,2016-05-16 07:15:16,0
635727169908884_635988216549446,127857990695807_635727169908884,635727169908884_635945816553686,I'm waiting threeeeeeee,2016-05-16 09:06:49,13
635727169908884_636229109858690,127857990695807_635727169908884,635727169908884_635945816553686,I'm waiting fooorrtttyyy tttwwwooo. Oh wait I can't count,2016-05-16 22:31:00,0
635727169908884_635949539886647,127857990695807_635727169908884,,I've requested a score of times now. You guys are killing me,2016-05-16 07:08:56,1
635727169908884_636683946479873,127857990695807_635727169908884,635727169908884_635949539886647,Requested what? Killing you?! What is our weapon of choice?,2016-05-17 17:46:34,3
635727169908884_636718803143054,127857990695807_635727169908884,635727169908884_635949539886647,"Initiation. 

SURPRISE ME",2016-05-17 18:44:41,1
635727169908884_635996079881993,127857990695807_635727169908884,,"Deion, this is the mystery box I was telling you about, and the new one appears to be Soviet-themed!",2016-05-16 09:35:38,1
635727169908884_636004366547831,127857990695807_635727169908884,635727169908884_635996079881993,"Technically, it's paranoia-themed; Motherland is in an art style commonly associated with the Soviets.",2016-05-16 10:09:20,11
635727169908884_636018183213116,127857990695807_635727169908884,635727169908884_635996079881993,"Interesting, looks like I'll have to dig through some art books!",2016-05-16 10:45:26,0
635727169908884_635999009881700,127857990695807_635727169908884,,My first shipment came and my dad was so confused it was hilarious. He made me Google everything he could think of BC he thought it was a scam but everything checked out (so good job covering your tracks lol) can't wait till he gets he next part!!,2016-05-16 09:45:58,31
635727169908884_636490313165903,127857990695807_635727169908884,635727169908884_635999009881700,nice! I've always ordered them for myself and wondered how'd they hold up in proper fashion.,2016-05-17 10:48:33,1
635727169908884_635999336548334,127857990695807_635727169908884,,Bryan Tylec,2016-05-16 09:48:14,0
635727169908884_636044763210458,127857990695807_635727169908884,,Tom Wang,2016-05-16 11:46:13,0
635727169908884_636050796543188,127857990695807_635727169908884,,Will the game be available for sale?,2016-05-16 12:04:29,0
635727169908884_636052763209658,127857990695807_635727169908884,635727169908884_636050796543188,"I am unable to comment on the future, but can say we have no plans to offer it separately at this time.",2016-05-16 12:11:40,4
635727169908884_636053413209593,127857990695807_635727169908884,635727169908884_636050796543188,Well shoot.,2016-05-16 12:15:21,0
635727169908884_636065863208348,127857990695807_635727169908884,,What is the cost on sending?,2016-05-16 12:33:10,0
635727169908884_636080129873588,127857990695807_635727169908884,635727169908884_636065863208348,"The cost on sending? If you mean shipping cost, it is free within North America. If you mean subscription cost... pricing is a privilege of membership.",2016-05-16 13:17:42,1
635727169908884_636085709873030,127857990695807_635727169908884,635727169908884_636065863208348,"Oh I see, thanks!",2016-05-16 13:24:21,0
635727169908884_636074719874129,127857990695807_635727169908884,,what exactly is this subscription? Do you get a mystery box with multiple items every month? And what type of items do you get?,2016-05-16 12:54:15,3
635727169908884_636079459873655,127857990695807_635727169908884,635727169908884_636074719874129,"If I were to answer even one of those questions we wouldn't be very mysterious, would we? Membership is always the first step.",2016-05-16 13:14:35,35
635727169908884_636086573206277,127857990695807_635727169908884,635727169908884_636074719874129,"The Mysterious Package Company  I applied for membership just now, hoping I would get accepted. The packages would be for my grandfather. I hope to get accepted so he can enjoy whatever lurks inside.",2016-05-16 13:28:16,7
635727169908884_636086703206264,127857990695807_635727169908884,635727169908884_636074719874129,"I also accidentally submitted the form incomplete the first time, I hope this doesn't affect anything.",2016-05-16 13:28:38,1
635727169908884_636372756510992,127857990695807_635727169908884,635727169908884_636074719874129,The Company does a fantastic job with their experiences. It's worth every penny!,2016-05-17 05:42:04,4
635727169908884_636379249843676,127857990695807_635727169908884,635727169908884_636074719874129,Sherry Sheggrud how much is it?,2016-05-17 06:05:03,0
635727169908884_636380333176901,127857990695807_635727169908884,635727169908884_636074719874129,"The prices vary and without going to the site and looking, I couldn't tell you offhand.",2016-05-17 06:10:39,0
635727169908884_636523529829248,127857990695807_635727169908884,635727169908884_636074719874129,"I've tried to apply for membership half a dozen times, but every time I try to submit my information it doesn't work.",2016-05-17 12:49:45,1
635727169908884_636551669826434,127857990695807_635727169908884,635727169908884_636074719874129,Oh well I got it the first time Monday night,2016-05-17 13:47:32,0
635727169908884_636552736492994,127857990695807_635727169908884,635727169908884_636074719874129,Dylan Moore and how much did you pay for it? I thought it said it was free,2016-05-17 13:48:29,0
635727169908884_636560393158895,127857990695807_635727169908884,635727169908884_636074719874129,Radek: Pricing is a privilege of membership and membership is free. There is no financial obligation if accepted.,2016-05-17 14:00:51,13
635727169908884_636560653158869,127857990695807_635727169908884,635727169908884_636074719874129,The Mysterious Package Company oh ok that makes perfect sense. I had wondered how many people would get all these free packages. How or when would you find out if you were accepted?,2016-05-17 14:02:12,0
635727169908884_636620226486245,127857990695807_635727169908884,635727169908884_636074719874129,They'll send you an email,2016-05-17 15:32:46,4
635727169908884_636649306483337,127857990695807_635727169908884,635727169908884_636074719874129,"They usually reply promptly, way less than 24 hrs in my case",2016-05-17 16:42:31,2
635727169908884_636704296477838,127857990695807_635727169908884,635727169908884_636074719874129,Yall got my curious. Now im applying 🙈🙉🙊,2016-05-17 18:00:43,3
635727169908884_639531229528478,127857990695807_635727169908884,635727169908884_636074719874129,"I was accepted yesterday, two hours after my application was accepted. Eagerly awaiting. That's all I can say.",2016-05-23 23:10:57,1
635727169908884_642703519211249,127857990695807_635727169908884,635727169908884_636074719874129,I applied awhile ago...obviously didn't make the cut :/,2016-05-31 21:20:46,0
635727169908884_636087033206231,127857990695807_635727169908884,,Chandra Ashburn... The package thing I was talkin about! I wanna send my mom one soooo bad,2016-05-16 13:30:08,1
635727169908884_636088063206128,127857990695807_635727169908884,,Soo excited!!!,2016-05-16 13:35:04,0
635727169908884_636095729872028,127857990695807_635727169908884,,Hi great nephew what's new,2016-05-16 14:06:20,0
635727169908884_636096323205302,127857990695807_635727169908884,,Can't wait!,2016-05-16 14:08:38,0
635727169908884_636105153204419,127857990695807_635727169908884,,I have tried signing up on your website but it's not allowing me to input my State and therefore I'm unable to complete the membership request form...👀,2016-05-16 14:48:13,0
635727169908884_636220739859527,127857990695807_635727169908884,635727169908884_636105153204419,Technological gremlins are at it again! Please attempt using an alternate browser or desktop. Otherwise you can send your answers in the body of an email to curator@mysteriouspackage.com.,2016-05-16 21:47:58,1
635727169908884_636224753192459,127857990695807_635727169908884,635727169908884_636105153204419,Aha! I had the same problem.  I shall attempt again :D,2016-05-16 22:07:22,2
635727169908884_636539986494269,127857990695807_635727169908884,635727169908884_636105153204419,Thanks! I was doing in on my iPhone and will now try the computer...,2016-05-17 13:39:26,0
635727169908884_636577259823875,127857990695807_635727169908884,635727169908884_636105153204419,Put the country in first and then the states will pop up! Had the same problem!,2016-05-17 14:33:35,1
635727169908884_636130949868506,127857990695807_635727169908884,,"Oh...😳

Oh, goodness...!

I'm rather excited...",2016-05-16 16:30:56,0
635727169908884_636206563194278,127857990695807_635727169908884,,Ooh can't wait to get mine !!!!! So excited,2016-05-16 20:50:10,0
635727169908884_636221363192798,127857990695807_635727169908884,,What happens after I signed up?,2016-05-16 21:51:45,0
635727169908884_636222233192711,127857990695807_635727169908884,,I'm a member. How do I get this game? I can't figure out where to sign up?,2016-05-16 21:52:57,0
635727169908884_636251509856450,127857990695807_635727169908884,635727169908884_636222233192711,"Once you have signed into the website, click on Subscriptions, then add to cart.",2016-05-16 23:49:07,2
635727169908884_636232826524985,127857990695807_635727169908884,,"I'm so excited to get mine. Now, the gift I'm giving is something I hope to hear about prior to them gaining knowledge of the gifter. 🤐🕵🏻",2016-05-16 22:52:44,1
635727169908884_636239423190992,127857990695807_635727169908884,,"I've already turned in my application three months ago, still no answer, what's up with that?",2016-05-16 23:04:44,0
635727169908884_636246743190260,127857990695807_635727169908884,,Sorry...you're just a little too mysterious for me. Free membership or not.,2016-05-16 23:27:25,6
635727169908884_636502403164694,127857990695807_635727169908884,635727169908884_636246743190260,"It's pretty awesome, though. Just sign up. What's it going to hurt?",2016-05-17 11:22:59,1
635727169908884_636247716523496,127857990695807_635727169908884,,"I dream a getting a membership, I tried but to no avail, I shall try again to join and if that fail, I shall try till you see I am worthy of your box of mystery",2016-05-16 23:32:24,1
635727169908884_636255259856075,127857990695807_635727169908884,,Brittany Georgalas,2016-05-17 00:02:44,0
635727169908884_636258689855732,127857990695807_635727169908884,,Kayla Jersey Fleming this might be better than the crossword!,2016-05-17 00:17:38,1
635727169908884_636510819830519,127857990695807_635727169908884,635727169908884_636258689855732,Yes!,2016-05-17 11:58:22,0
635727169908884_636280626520205,127857990695807_635727169908884,,I want to graciously thank thee for the acceptance of my membership. I am ecstatic to recieve my first mysterious package and what treasures we shall unveil together. I thank thee kindly for thee incredulous opportunity. You are definitely a jem to be wondered.,2016-05-17 01:27:49,1
635727169908884_636363333178601,127857990695807_635727169908884,,"Iam in,only took 2 days ,",2016-05-17 05:11:13,0
635727169908884_636372666511001,127857990695807_635727169908884,,"Love, love, love these stories!",2016-05-17 05:41:14,0
635727169908884_636382359843365,127857990695807_635727169908884,,I submitted my application for an address I will be at June 3rd lol hope n9thing comes til then.,2016-05-17 06:13:36,0
635727169908884_636483723166562,127857990695807_635727169908884,,Interesting Devin Dennis,2016-05-17 10:20:46,0
635727169908884_636484286499839,127857990695807_635727169908884,,I may or may not have applied for membership.. Maybe.,2016-05-17 10:23:26,6
635727169908884_636509436497324,127857990695807_635727169908884,635727169908884_636484286499839,We'll never tell.,2016-05-17 11:51:15,1
635727169908884_636514746496793,127857990695807_635727169908884,635727169908884_636484286499839,The Mysterious Package Company  about what? ;),2016-05-17 12:11:38,1
635727169908884_636502033164731,127857990695807_635727169908884,,Matt Minor,2016-05-17 11:21:02,0
635727169908884_636502146498053,127857990695807_635727169908884,,Tiffany Wooten,2016-05-17 11:21:42,1
635727169908884_636506879830913,127857990695807_635727169908884,,Way cool,2016-05-17 11:37:55,0
635727169908884_636511786497089,127857990695807_635727169908884,,Sam Hansen,2016-05-17 12:02:47,0
635727169908884_636537279827873,127857990695807_635727169908884,,Subscribed. Very pleased so far. Excited to try the card game as well,2016-05-17 13:24:32,0
635727169908884_636564289825172,127857990695807_635727169908884,,You guys are awesome I'm so excited to see my Mum's reaction when she receives her package.,2016-05-17 14:21:09,0
635727169908884_636585686489699,127857990695807_635727169908884,,Evan O'Neal,2016-05-17 15:06:15,0
635727169908884_636585806489687,127857990695807_635727169908884,635727169908884_636585686489699,What is this,2016-05-17 15:06:39,0
